Card_Num,  Card Name,  Type,  Rarity,  Value ($),  Attribute,  Sub Type,  Level,  ATK,  DEF,  Card Text
DREV-EN057,Miracle Synchro Fusion,Spell,Common,0.40,,Normal,0,0,0,"Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by an opponent's card effect and sent to the Graveyard, draw 1 card."
DREV-EN058,Pestilence,Spell,Common,0.40,,Equip,0,0,0,"Equip only to a Warrior-Type, Beast-Warrior-Type, or Spellcaster-Type monster. Its ATK becomes 0. During each of your Standby Phases, inflict 500 damage to the controller of the equipped monster."
DREV-EN059,Cursed Armaments,Spell,Common,0.20,,Equip,0,0,0,"The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard, you can select 1 face-up monster your opponent controls and equip it with this card."
DREV-EN060,Wiseman's Chalice,Spell,Super Rare,6.90,,Normal,0,0,0,"If you control no monsters, Select 1 monster in your opponent's Graveyard. Special Summon it. During the End Phase of this turn, give control of that Special Summoned monster to your opponent. The monster cannot be Tributed, or used as a Synchro Material Monster, while it is face-up on the field."
DREV-EN061,Summoning Curse,Spell,Common,0.10,,Continuous,0,0,0,"When a monster is Special Summoned, the controller of that monster chooses 1 card in their hand and removes it from play. During each of your End Phases, pay 500 Life Points or destroy this card."
DREV-EN062,Pot of Duality,Spell,Secret Rare,12.00,,Normal,0,0,0,"Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 Pot of Duality per turn. You cannot Special Summon a monster(s) during the turn you activate this card."
DREV-EN063,Desperate Tag,Trap,Common,0.10,,Continuous,0,0,0,"If a face-up Attack Position monster you control is destroyed by battle, during damage calculation, you can reduce the Battle Damage from this battle to 0 and Special Summon 1 Level 4 or lower Warrior-Type monster from your hand at the end of the Damage Step."
DREV-EN064,Battle Instinct,Trap,Common,0.20,,Normal,0,0,0,Activate only when your opponent declares a direct attack and you control no monsters. Special Summon 1 Level 4 or lower Beast-Type monster from your hand in face-up Attack Position.
DREV-EN065,Howl of the Wild,Trap,Common,0.40,,Continuous,0,0,0,"When a monster you control destroys an opponent's monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent for each face-up Beast-Type monster you control."
DREV-EN066,Parallel Selection,Trap,Rare,0.60,,Normal,0,0,0,Activate only when a Synchro Monster you control is destroyed by your opponent (either by battle or by card effect) and sent to the Graveyard. Select 1 of your removed from play Spell Cards and add it to your hand.
DREV-EN067,Reanimation Wave,Trap,Rare,1.20,,Normal,0,0,0,"Activate only when your opponent's monster declares a direct attack. Select 1 Synchro Monster in your Graveyard with a Level less than or equal to the attacking monster's. The Battle Damage you take from that attack is halved. At the end of the Damage Step, Special Summon the selected Synchro Monster from the Graveyard."
DREV-EN068,Barrier Wave,Trap,Common,0.30,,Normal,0,0,0,"Activate by Tributing 1 Synchro Monster you control when your opponent declares an attack with a monster. Change all Attack Position monsters your opponent controls to Defense Position. Afterwards, inflict damage to your opponent's Life Points equal to the DEF of the monster the attack was declared with."
DREV-EN069,Chain Whirlwind,Trap,Common,0.20,,Normal,0,0,0,Activate only when a card on the field is destroyed by a card effect. Select 2 Spell/Trap Cards on the field and destroy them.
DREV-EN070,Scrap Rage,Trap,Common,0.50,,Normal,0,0,0,"Activate only during damage calculation, if a Defense Position Scrap monster on the field is being attacked. It gains 2000 DEF and is destroyed at the end of the Battle Phase."
DREV-EN071,Wattcannon,Trap,Common,0.50,,Continuous,0,0,0,"Once per turn, when a Level 4 or lower Thunder-Type monster is Normal or Special Summoned to the field, inflict 600 damage to your opponent."
DREV-EN072,Amazoness Willpower,Trap,Rare,1.20,,Continuous,0,0,0,"Select 1 Amazoness monster in your Graveyard and Special Summon it in Attack Position. It cannot change its battle position and must attack if able. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card."
DREV-EN073,Queen's Pawn,Trap,Common,0.10,,Normal,0,0,0,Activate only when an Amazoness monster you control destroys an opponent's monster by battle and sends it to the Graveyard. Special Summon 1 Level 4 or lower Amazoness monster from your Deck.
DREV-EN074,Beast Rising,Trap,Common,0.20,,Continuous,0,0,0,"Once per turn, you can remove from play 1 face-up Beast-Type or Beast-Warrior-Type monster you control to select 1 other face-up Beast-Type or Beast-Warrior-Type monster you control. The selected monster gains the original ATK of the monster removed from play for this effect."
DREV-EN075,Horn of the Phantom Beast,Trap,Rare,1.50,,Normal,0,0,0,"Equip this card to a Beast-Type or Beast-Warrior-Type monster you control. It gains 800 ATK. When the equipped monster destroys an opponent's monster by battle and sends it to the Graveyard, draw 1 card."
DREV-EN076,Paradox Fusion,Trap,Super Rare,6.70,,Counter,0,0,0,"Activate by removing 1 face-up Fusion Monster you control from play. Negate the activation of a Spell or Trap Card, OR the Special Summon of a monster and destroy that card. During your 2nd End Phase, return the removed Fusion Monster to the field in face-up Attack Position."
DREV-EN077,Solemn Warning,Trap,Ultimate Rare,43.00,,Counter,0,0,0,"Pay 2000 Life Points. Negate the Summon of a monster OR the activation of a Spell Card, Trap Card, or Effect Monster's effect that would Special Summon a monster(s), and destroy that card."
DREV-EN078,Anti-Magic Prism,Trap,Common,0.10,,Normal,0,0,0,Activate only when your opponent activates a Quick-Play Spell Card. Select 1 card on the field and destroy it.
DREV-EN079,Chivalry,Trap,Ultimate Rare,41.00,,Counter,0,0,0,"Activate only during the Battle Phase, when the effect of an opponent's Effect Monster is activated. Negate the activation and destroy that card."
DREV-EN080,Light of Destruction,Trap,Common,0.50,,Continuous,0,0,0,"When an opponent's card effect sends a card(s) from their Deck to the Graveyard, send the top 3 cards of their Deck to the Graveyard."
DREV-EN081,Amazoness Scouts,Effect Monster,Rare,1.20,Earth,Warrior,2,500,1100,"During either player's turn, you can Tribute this card. If you do, during this turn, face-up Amazoness monsters you control cannot be targeted by Effect Monsters' effects and cannot be destroyed by the effects of Spells, Traps or Effect Monsters."
DREV-EN082,Naturia Pineapple,Effect Monster,Secret Rare,6.30,Earth,Plant,2,100,100,"All face-up monsters you control are treated as Plant-Type. If this card is in your Graveyard during your Standby Phase, and you control no Spell or Trap Cards, you can Special Summon this card. This effect cannot be activated if you control a face-up Naturia Pineapple or if there are any monsters in your Graveyard that are not Plant-Type or Beast-Type."
DREV-EN083,D.D. Destroyer,Effect Monster,Rare,0.80,Earth,Warrior,4,1000,1000,"When this card on the field is removed from play, you can select 1 face-up card your opponent controls and destroy it."
DREV-EN084,Dark Desertapir,Effect Monster,Rare,1.00,Earth,Beast,2,1100,300,"When this card is removed from play, you can select 1 Level 4 or lower Beast-Type monster in your Graveyard and Special Summon it."
DREV-EN085,Psychic Nightmare,Synchro/Effect Monster,Secret Rare,44.00,Wind,Psychic,6,2400,1800,"1 Tuner + 1 or more non-Tuner Psychic-Type monsters Once per turn, during your Main Phase, you can pick 1 random card in your opponent's hand and call what type of card it is (Monster, Spell or Trap). If you call it right, this card gains 1000 ATK until your opponent's End Phase."
DREV-EN086,Guts of Steel,Spell,Rare,1.20,,Normal,0,0,0,"Select 3 Scrap monsters in your Graveyard. Your opponent picks 1 of them, you Special Summon it to either player's side of the field, and remove the others from play."
DREV-EN087,Amazoness Heirloom,Spell,Super Rare,5.90,,Equip,0,0,0,"Equip only to an Amazoness monster. Once per turn, that monster cannot be destroyed by battle. When the equipped monster attacks, after damage calculation, destroy the attack target."
DREV-EN088,Amazoness Shamanism,Trap,Super Rare,1.30,,Normal,0,0,0,"Destroy all face-up Amazoness monsters you control. Then, you can Special Summon any number of Level 4 or lower Amazoness monsters from your Graveyard in face-up Defense Position, up to the number of monsters destroyed by this effect."
DREV-EN089,Super Rush Recklessly,Trap,Super Rare,9.00,,Normal,0,0,0,"Select 1 face-up Beast-Type monster you control and 1 monster your opponent controls. Destroy your monster, and return the opponent's monster to the Deck."
DREV-EN090,Mystical Refpanel,Trap,Secret Rare,47.00,,Normal,0,0,0,Activate only when a Spell Card that targets 1 player is activated. The effect of that Spell Card is applied to the other player instead.
DREV-EN091,Fabled Raven,Tuner Monster,Secret Rare,72.00,Light,Fiend,2,1300,1000,"Once per turn, you can discard any number of cards from your hand and increase the Level of this card by the number of discarded cards, until the End Phase. This card also gains ATK equal to the number of discarded cards x 400, until the End Phase."
DREV-EN092,Ally of Justice Cyclone Creator,Tuner Monster,Secret Rare,37.00,Dark,Machine,3,1400,1200,"Once per turn, you can discard 1 card from your hand to return Spell/Trap Cards from the field to the hand equal to the number of face-up Tuner monsters on the field."
DREV-EN093,Miracle's Wake,Trap,Secret Rare,53.00,,Normal,0,0,0,Select 1 monster that was destroyed by battle and sent to your Graveyard during this turn. Special Summon it.
DREV-EN094,Flamvell Poun,Effect Monster,Common,0.30,Fire,Pyro,1,200,200,"When this card is destroyed by battle and sent to the Graveyard, you can select and add 1 monster with 200 DEF from your Deck to your hand."
DREV-EN095,Flamvell Archer,Tuner Monster,Common,0.10,Fire,Pyro,3,1000,200,"Once per turn, you can Tribute 1 face-up Pyro-Type monster you control to have all face-up Flamvell monsters on the field gain 800 ATK until the End Phase."
DREV-EN096,Flamvell Fiend,Effect Monster,Common,0.30,Fire,Fiend,5,2100,1200,"When this card inflicts Battle Damage to your opponent, inflict 200 damage to your opponent for each Pyro-Type monster in your Graveyard."
DREV-EN097,Genex Worker,Effect Monster,Common,0.40,Wind,Machine,3,1200,1200,You can Tribute this card to Special Summon 1 Genex monster from your hand.
DREV-EN098,Genex Power Planner,Effect Monster,Common,0.20,Light,Spellcaster,1,300,200,"When this card is Normal Summoned, you can add 1 Level 3 Genex Effect Monster from your Deck to your hand."
DREV-EN099,Stygian Street Patrol,Effect Monster,Secret Rare,49.00,Dark,Fiend,4,1600,1200,"When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the Level of the destroyed monster x 100. You can remove from play this card in your Graveyard to Special Summon 1 Fiend-Type monster with 2000 or less ATK from your hand."
DREV-ENSE1,Drill Warrior,,,0.00,,,0,0,0,
DREV-ENSE2,Gold Sarcophagus,,,0.00,,,0,0,0,
DREV-ENSP1,Scrap Archfiend,,,0.00,,,0,0,0,
STBL-EN000,Archfiend Empress,Effect Monster,Super Rare,7.00,Dark,Fiend,8,2900,2100,"If (exactly) 1 face-up DARK Fiend-Type monster on the field, except this card, would be destroyed, you can remove from play 1 DARK Fiend-Type monster from your Graveyard, instead. When this card is destroyed and sent from the field to the Graveyard, you can select 1 Level 6 or higher DARK Fiend-Type monster in your Graveyard, except Archfiend Empress, and Special Summon it."
STBL-EN001,Swift Scarecrow,Effect Monster,Common,0.50,Earth,Machine,1,0,0,"When your opponent's monster declares a direct attack, you can discard this card to negate that attack and end the Battle Phase."
STBL-EN002,Mirror Ladybug,Effect Monster,Common,0.10,Light,Insect,1,100,100,"If you control at least 1 face-up monster and have no monsters in your Graveyard, you can Special Summon this card from your hand. When this card is Special Summoned this way, this card's Level becomes equal to the total Levels of all other monsters you control. If the Level of this card is higher than 12, destroy this card."
STBL-EN003,Reed Butterfly,Effect Monster,Common,0.50,Wind,Insect,1,300,600,"If your opponent controls a face-up Synchro Monster(s) and you control no face-up Synchro Monsters, you can Special Summon this card from your hand."
STBL-EN004,Needle Soldier,Effect Monster,Common,0.40,Earth,Machine,1,100,100,"If this card is used as a Synchro Material Monster for a Synchro Monster, during battle between that Synchro Monster and a Defense Position monster whose DEF is lower than the ATK of that Synchro Monster, inflict the difference as Battle Damage to your opponent."
STBL-EN005,Necro Linker,Effect Monster,Common,0.40,Dark,Fiend,2,600,0,You can Tribute this card to select 1 Synchron Tuner monster in your Graveyard. Special Summon that monster. It cannot be used as a Synchro Material Monster during the turn it is Special Summoned by this effect.
